locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDIKJABB_00997	CDS	264				hypothetical protein
MDIKJABB_00998	CDS	1761	yejM		COG3083	Inner membrane protein YejM
MDIKJABB_00999	tRNA	77				tRNA-Pro(ggg)
MDIKJABB_01000	CDS	1110			COG0628	Putative transport protein
MDIKJABB_01001	CDS	492	eco		COG4574	Ecotin
MDIKJABB_01002	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
MDIKJABB_01003	CDS	1239	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
MDIKJABB_01004	CDS	1437			COG2239	Magnesium transporter MgtE
MDIKJABB_01005	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
MDIKJABB_01006	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
MDIKJABB_01007	CDS	1065	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
MDIKJABB_01008	CDS	1053	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
MDIKJABB_01009	CDS	1095	ompC			Outer membrane porin C
MDIKJABB_01010	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
MDIKJABB_01011	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
MDIKJABB_01012	CDS	2841	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MDIKJABB_01013	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
MDIKJABB_01014	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
MDIKJABB_01015	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
MDIKJABB_01016	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
MDIKJABB_01017	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
MDIKJABB_01018	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
MDIKJABB_01019	CDS	1347	glpT_2		COG2271	Glycerol-3-phosphate transporter
MDIKJABB_01020	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
MDIKJABB_01021	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
MDIKJABB_01022	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
MDIKJABB_01023	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
MDIKJABB_01024	CDS	1293	rhmT			Inner membrane transport protein RhmT
MDIKJABB_01025	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
MDIKJABB_01026	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
MDIKJABB_01027	CDS	1197	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
MDIKJABB_01028	CDS	543				hypothetical protein
MDIKJABB_01029	CDS	942				ISNCY family transposase ISRor2
MDIKJABB_01030	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
MDIKJABB_01031	CDS	1377	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
MDIKJABB_01032	CDS	966	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
MDIKJABB_01033	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
MDIKJABB_01034	CDS	759	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MDIKJABB_01035	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
MDIKJABB_01036	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
MDIKJABB_01037	CDS	462	elaA		COG2153	Protein ElaA
MDIKJABB_01038	CDS	921	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
MDIKJABB_01039	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
MDIKJABB_01040	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
MDIKJABB_01041	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
MDIKJABB_01042	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
MDIKJABB_01043	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
MDIKJABB_01044	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
MDIKJABB_01045	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
MDIKJABB_01046	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
MDIKJABB_01047	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
MDIKJABB_01048	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
MDIKJABB_01049	CDS	1809	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
MDIKJABB_01050	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
MDIKJABB_01051	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
MDIKJABB_01052	CDS	927	cmpR_3			HTH-type transcriptional activator CmpR
MDIKJABB_01053	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
MDIKJABB_01054	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
MDIKJABB_01055	CDS	1833				hypothetical protein
MDIKJABB_01056	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
MDIKJABB_01057	CDS	495				hypothetical protein
MDIKJABB_01058	CDS	456				hypothetical protein
MDIKJABB_01059	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
MDIKJABB_01060	CDS	2148	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
MDIKJABB_01061	CDS	552	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
MDIKJABB_01062	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
MDIKJABB_01063	CDS	639	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
MDIKJABB_01064	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MDIKJABB_01065	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
MDIKJABB_01066	CDS	894				Epimerase family protein
MDIKJABB_01067	CDS	528				hypothetical protein
MDIKJABB_01068	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
MDIKJABB_01069	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
MDIKJABB_01070	CDS	687	hisQ_2		COG4215	Histidine transport system permease protein HisQ
MDIKJABB_01071	CDS	783	hisJ_2		COG0834	Histidine-binding periplasmic protein
MDIKJABB_01072	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
MDIKJABB_01073	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
MDIKJABB_01074	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MDIKJABB_01075	CDS	489	cvpA		COG1286	Colicin V production protein
MDIKJABB_01076	CDS	678	dedD			Cell division protein DedD
MDIKJABB_01077	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
MDIKJABB_01078	CDS	984	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
MDIKJABB_01079	CDS	660	dedA		COG0586	Protein DedA
MDIKJABB_01080	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MDIKJABB_01081	CDS	1014	usg		COG0136	USG-1 protein
MDIKJABB_01082	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
MDIKJABB_01083	CDS	978	flk			Flagellar regulator flk
MDIKJABB_01084	CDS	1176	yfcJ_1			putative MFS-type transporter YfcJ
MDIKJABB_01085	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
MDIKJABB_01086	CDS	1989	mnmC_1		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MDIKJABB_01087	CDS	282				hypothetical protein
MDIKJABB_01088	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
MDIKJABB_01089	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
MDIKJABB_01090	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
MDIKJABB_01091	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
MDIKJABB_01092	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
MDIKJABB_01093	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
MDIKJABB_01094	CDS	387	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
MDIKJABB_01095	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
MDIKJABB_01096	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MDIKJABB_01097	CDS	285				hypothetical protein
MDIKJABB_01098	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
MDIKJABB_01099	CDS	762	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
MDIKJABB_01100	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
MDIKJABB_01101	CDS	372				hypothetical protein
MDIKJABB_01102	CDS	240				hypothetical protein
MDIKJABB_01103	CDS	549	hin_1		COG1961	DNA-invertase hin
MDIKJABB_01104	CDS	1752				hypothetical protein
MDIKJABB_01105	CDS	759				hypothetical protein
MDIKJABB_01106	CDS	735				hypothetical protein
MDIKJABB_01107	CDS	2154				hypothetical protein
MDIKJABB_01108	CDS	3078				hypothetical protein
MDIKJABB_01109	CDS	381				hypothetical protein
MDIKJABB_01110	CDS	477				hypothetical protein
MDIKJABB_01111	CDS	474				hypothetical protein
MDIKJABB_01112	CDS	3390				hypothetical protein
MDIKJABB_01113	CDS	234				hypothetical protein
MDIKJABB_01114	CDS	306				hypothetical protein
MDIKJABB_01115	CDS	405				hypothetical protein
MDIKJABB_01116	CDS	705				hypothetical protein
MDIKJABB_01117	CDS	348				hypothetical protein
MDIKJABB_01118	CDS	450				hypothetical protein
MDIKJABB_01119	CDS	339				hypothetical protein
MDIKJABB_01120	CDS	318				hypothetical protein
MDIKJABB_01121	CDS	249	bisC_1	1.-.-.-	COG0243	Biotin sulfoxide reductase
MDIKJABB_01122	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
MDIKJABB_01123	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MDIKJABB_01124	CDS	645				hypothetical protein
MDIKJABB_01125	CDS	1206	yhjX			putative MFS-type transporter YhjX
MDIKJABB_01126	CDS	1674	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
MDIKJABB_01127	CDS	1395				hypothetical protein
MDIKJABB_01128	tRNA	77				tRNA-Pro(cgg)
MDIKJABB_01129	CDS	1608	dppA_2		COG0747	Periplasmic dipeptide transport protein
MDIKJABB_01130	CDS	1020	dppB_2		COG0601	Dipeptide transport system permease protein DppB
MDIKJABB_01131	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
MDIKJABB_01132	CDS	984	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
MDIKJABB_01133	CDS	1014	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MDIKJABB_01134	CDS	540				hypothetical protein
MDIKJABB_01135	CDS	804	bcsQ_1			Cellulose biosynthesis protein BcsQ
MDIKJABB_01136	CDS	2112	acsAB			Cellulose synthase 1
MDIKJABB_01137	CDS	2442	bcsB_1			Cyclic di-GMP-binding protein
MDIKJABB_01138	CDS	4053	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
MDIKJABB_01139	CDS	477				hypothetical protein
MDIKJABB_01140	CDS	1002		3.2.1.4		Endoglucanase
MDIKJABB_01141	CDS	1668	bcsG			Cellulose biosynthesis protein BcsG
MDIKJABB_01142	CDS	198				hypothetical protein
MDIKJABB_01143	CDS	1554	bcsE			Cyclic di-GMP binding protein BcsE
MDIKJABB_01144	CDS	189	yhjR			Protein YhjR
MDIKJABB_01145	CDS	732	bcsQ_2			Cellulose biosynthesis protein BcsQ
MDIKJABB_01146	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
MDIKJABB_01147	CDS	2304	bcsB_2			Cyclic di-GMP-binding protein
MDIKJABB_01148	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
MDIKJABB_01149	CDS	3480	bcsC		COG0457	Cellulose synthase operon protein C
MDIKJABB_01150	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
MDIKJABB_01151	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
MDIKJABB_01152	CDS	1503	yhjJ		COG0612	Protein YhjJ
MDIKJABB_01153	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
MDIKJABB_01154	CDS	2052				hypothetical protein
MDIKJABB_01155	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
MDIKJABB_01156	CDS	1032	yhjD		COG1295	Inner membrane protein YhjD
MDIKJABB_01157	CDS	900	dmlR_4			HTH-type transcriptional regulator DmlR
MDIKJABB_01158	CDS	759	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MDIKJABB_01159	CDS	534				hypothetical protein
MDIKJABB_01160	CDS	1653	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
MDIKJABB_01161	CDS	1194				hypothetical protein
MDIKJABB_01162	CDS	624	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
MDIKJABB_01163	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
MDIKJABB_01164	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
MDIKJABB_01165	CDS	1272				hypothetical protein
MDIKJABB_01166	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
MDIKJABB_01167	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
MDIKJABB_01168	CDS	1473	dtpB		COG3104	Dipeptide and tripeptide permease B
MDIKJABB_01169	CDS	546	uspA		COG0589	Universal stress protein A
MDIKJABB_01170	CDS	336	uspB			Universal stress protein B
MDIKJABB_01171	CDS	1497	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
MDIKJABB_01172	CDS	1149			COG2081	putative protein
MDIKJABB_01173	CDS	1014			COG2239	Magnesium transporter MgtE
MDIKJABB_01174	CDS	399	nikR		COG0864	Nickel-responsive regulator
MDIKJABB_01175	CDS	792	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
MDIKJABB_01176	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
MDIKJABB_01177	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
MDIKJABB_01178	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
MDIKJABB_01179	CDS	1569	nikA		COG0747	Nickel-binding periplasmic protein
MDIKJABB_01180	CDS	861	allS			HTH-type transcriptional activator AllS
MDIKJABB_01181	CDS	507	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
MDIKJABB_01182	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MDIKJABB_01183	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MDIKJABB_01184	CDS	1986	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
MDIKJABB_01185	CDS	903	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
MDIKJABB_01186	CDS	1656	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
MDIKJABB_01187	CDS	339	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MDIKJABB_01188	CDS	381	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
MDIKJABB_01189	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
MDIKJABB_01190	CDS	1221	yhhS_1			putative MFS-type transporter YhhS
MDIKJABB_01191	CDS	558				hypothetical protein
MDIKJABB_01192	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
MDIKJABB_01193	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
MDIKJABB_01194	CDS	2211	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
MDIKJABB_01195	CDS	627				hypothetical protein
MDIKJABB_01196	CDS	351				hypothetical protein
MDIKJABB_01197	CDS	276				hypothetical protein
MDIKJABB_01198	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MDIKJABB_01199	CDS	1524	ftsY		COG0552	Signal recognition particle receptor FtsY
MDIKJABB_01200	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
MDIKJABB_01201	CDS	1056	ftsX		COG2177	Cell division protein FtsX
MDIKJABB_01202	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
MDIKJABB_01203	CDS	1524	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
MDIKJABB_01204	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
MDIKJABB_01205	CDS	1245				hypothetical protein
MDIKJABB_01206	CDS	1098	livJ_1		COG0683	Leu/Ile/Val-binding protein
MDIKJABB_01207	CDS	384	panM			PanD regulatory factor
MDIKJABB_01208	CDS	1110	livK		COG0683	Leucine-specific-binding protein
MDIKJABB_01209	CDS	927	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MDIKJABB_01210	CDS	1278				hypothetical protein
MDIKJABB_01211	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MDIKJABB_01212	CDS	714	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MDIKJABB_01213	CDS	222				hypothetical protein
MDIKJABB_01214	CDS	369				hypothetical protein
MDIKJABB_01215	CDS	1317	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MDIKJABB_01216	CDS	888	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MDIKJABB_01217	CDS	846	lacG_1			Lactose transport system permease protein LacG
MDIKJABB_01218	CDS	1071	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MDIKJABB_01219	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
MDIKJABB_01220	CDS	321	yhhA			putative protein YhhA
MDIKJABB_01221	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MDIKJABB_01222	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
MDIKJABB_01223	CDS	654				hypothetical protein
MDIKJABB_01224	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
MDIKJABB_01225	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
MDIKJABB_01226	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
MDIKJABB_01227	CDS	531	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
MDIKJABB_01228	CDS	1266	gntU		COG2610	Low-affinity gluconate transporter
MDIKJABB_01229	CDS	1107	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MDIKJABB_01230	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
MDIKJABB_01231	CDS	1977	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
MDIKJABB_01232	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
MDIKJABB_01233	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
MDIKJABB_01234	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
MDIKJABB_01235	CDS	348	higB2		COG4683	Putative toxin HigB2
MDIKJABB_01236	CDS	300				hypothetical protein
MDIKJABB_01237	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MDIKJABB_01238	CDS	330	glpE_1	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
MDIKJABB_01239	CDS	825	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
MDIKJABB_01240	CDS	759	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
MDIKJABB_01241	CDS	2706	malT_2		COG2909	HTH-type transcriptional regulator MalT
MDIKJABB_01242	CDS	2391	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
MDIKJABB_01243	CDS	2094	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MDIKJABB_01244	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
MDIKJABB_01245	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
MDIKJABB_01246	CDS	675				hypothetical protein
MDIKJABB_01247	CDS	774	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
MDIKJABB_01248	CDS	270				hypothetical protein
MDIKJABB_01249	CDS	240	feoC			putative [Fe-S]-dependent transcriptional repressor
MDIKJABB_01250	CDS	2319	feoB		COG0370	Fe(2+) transporter FeoB
MDIKJABB_01251	CDS	228	feoA		COG1918	Fe(2+) transport protein A
MDIKJABB_01252	CDS	2331	yhgF		COG2183	Protein YhgF
MDIKJABB_01253	CDS	474	greB		COG0782	Transcription elongation factor GreB
MDIKJABB_01254	CDS	720	ompR_1			Transcriptional regulatory protein OmpR
MDIKJABB_01255	CDS	1356	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
MDIKJABB_01256	CDS	1623	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
MDIKJABB_01257	CDS	879	hslO		COG1281	33 kDa chaperonin
MDIKJABB_01258	CDS	402	hslR		COG1188	Heat shock protein 15
MDIKJABB_01259	CDS	684	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
MDIKJABB_01260	CDS	2130	igaA			Intracellular growth attenuator protein igaA
MDIKJABB_01261	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
MDIKJABB_01262	CDS	2559	mrcA		COG5009	Penicillin-binding protein 1A
MDIKJABB_01263	CDS	801				hypothetical protein
MDIKJABB_01264	CDS	534				hypothetical protein
MDIKJABB_01265	CDS	429				hypothetical protein
MDIKJABB_01266	CDS	1245	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
MDIKJABB_01267	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
MDIKJABB_01268	CDS	1095	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MDIKJABB_01269	CDS	1260	damX		COG3266	Cell division protein DamX
MDIKJABB_01270	CDS	828	dam_1	2.1.1.72	COG0338	DNA adenine methylase
MDIKJABB_01271	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MDIKJABB_01272	CDS	762	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MDIKJABB_01273	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MDIKJABB_01274	CDS	1374	cysG_1		COG0007	Siroheme synthase
MDIKJABB_01275	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
MDIKJABB_01276	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
MDIKJABB_01277	CDS	102				hypothetical protein
MDIKJABB_01278	CDS	705	codA_2	3.5.4.1	COG0402	Cytosine deaminase
MDIKJABB_01279	CDS	573	codA_3	3.5.4.1	COG0402	Cytosine deaminase
MDIKJABB_01280	CDS	1188	tsgA		COG0477	Protein TsgA
MDIKJABB_01281	CDS	570	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
MDIKJABB_01282	CDS	168	yhfG			putative protein YhfG
MDIKJABB_01283	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
MDIKJABB_01284	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
MDIKJABB_01285	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
MDIKJABB_01286	CDS	2079				hypothetical protein
MDIKJABB_01287	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
MDIKJABB_01288	CDS	405	yhfA		COG1765	Protein YhfA
MDIKJABB_01289	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
MDIKJABB_01290	CDS	219				hypothetical protein
MDIKJABB_01291	CDS	1023				hypothetical protein
MDIKJABB_01292	CDS	1905	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
MDIKJABB_01293	CDS	561	ywrO	1.6.99.-	COG2249	General stress protein 14
MDIKJABB_01294	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
MDIKJABB_01295	CDS	201				hypothetical protein
MDIKJABB_01296	CDS	594				hypothetical protein
MDIKJABB_01297	CDS	219	slyX		COG2900	Protein SlyX 
MDIKJABB_01298	CDS	831	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
MDIKJABB_01299	CDS	723	dauR		COG2964	Transcriptional regulator DauR
MDIKJABB_01300	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
MDIKJABB_01301	CDS	360	tusC		COG2923	Protein TusC
MDIKJABB_01302	CDS	288	tusB		COG2168	Protein TusB
MDIKJABB_01303	CDS	375	rpsL		COG0048	30S ribosomal protein S12
MDIKJABB_01304	CDS	471	rpsG		COG0049	30S ribosomal protein S7
MDIKJABB_01305	CDS	2115	fusA_1		COG0480	Elongation factor G
MDIKJABB_01306	CDS	1137	hcaT			putative 3-phenylpropionic acid transporter
MDIKJABB_01307	CDS	1278				hypothetical protein
MDIKJABB_01308	CDS	639				hypothetical protein
MDIKJABB_01309	CDS	981				hypothetical protein
MDIKJABB_01310	CDS	837				hypothetical protein
MDIKJABB_01311	CDS	804	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
MDIKJABB_01312	CDS	735	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
MDIKJABB_01313	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
MDIKJABB_01314	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MDIKJABB_01315	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MDIKJABB_01316	CDS	324	iscA		COG0316	Iron-binding protein IscA
MDIKJABB_01317	CDS	516	hscB		COG1076	Co-chaperone protein HscB
