locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJCHDOIF_00913	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
JJCHDOIF_00914	CDS	1227	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JJCHDOIF_00915	CDS	633				hypothetical protein
JJCHDOIF_00916	CDS	846	rhaS_5			HTH-type transcriptional activator RhaS
JJCHDOIF_00917	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
JJCHDOIF_00918	CDS	420	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
JJCHDOIF_00919	CDS	1431	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
JJCHDOIF_00920	CDS	1308	gltT			Proton/sodium-glutamate symport protein
JJCHDOIF_00921	CDS	1068	ansB	3.5.1.38		Glutaminase-asparaginase
JJCHDOIF_00922	CDS	3564	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JJCHDOIF_00923	CDS	840	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
JJCHDOIF_00924	CDS	816	cysE	2.3.1.30	COG1045	Serine acetyltransferase
JJCHDOIF_00925	CDS	942				hypothetical protein
JJCHDOIF_00926	CDS	2007				hypothetical protein
JJCHDOIF_00927	CDS	522				hypothetical protein
JJCHDOIF_00928	CDS	561				hypothetical protein
JJCHDOIF_00929	CDS	903	hcaR_1			Hca operon transcriptional activator HcaR
JJCHDOIF_00930	CDS	1035	acr3_1		COG0798	Arsenical-resistance protein Acr3
JJCHDOIF_00931	CDS	330	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
JJCHDOIF_00932	CDS	429	arsC_1	1.20.4.1		Arsenate reductase
JJCHDOIF_00933	CDS	162				hypothetical protein
JJCHDOIF_00934	CDS	1875	nfdA	3.5.1.91		N-substituted formamide deformylase
JJCHDOIF_00935	CDS	687	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
JJCHDOIF_00936	CDS	891	dmlR_4			HTH-type transcriptional regulator DmlR
JJCHDOIF_00937	CDS	738				hypothetical protein
JJCHDOIF_00938	CDS	1470	pucI		COG1953	putative allantoin permease
JJCHDOIF_00939	CDS	735	hyuE	5.1.99.5		Hydantoin racemase
JJCHDOIF_00940	CDS	882	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
JJCHDOIF_00941	CDS	870	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JJCHDOIF_00942	CDS	795	tauB_2	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
JJCHDOIF_00943	CDS	1041	tauA		COG4521	Taurine-binding periplasmic protein
JJCHDOIF_00944	CDS	1185				hypothetical protein
JJCHDOIF_00945	CDS	1467	nanT_2			Sialic acid transporter NanT
JJCHDOIF_00946	CDS	1392	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
JJCHDOIF_00947	CDS	1296	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
JJCHDOIF_00948	CDS	819				hypothetical protein
JJCHDOIF_00949	CDS	1446				hypothetical protein
JJCHDOIF_00950	CDS	1005	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
JJCHDOIF_00951	CDS	135				hypothetical protein
JJCHDOIF_00952	CDS	1419	norG_3		COG1167	HTH-type transcriptional regulator NorG
JJCHDOIF_00953	CDS	918	cynR_1			HTH-type transcriptional regulator CynR
JJCHDOIF_00954	CDS	765				hypothetical protein
JJCHDOIF_00955	CDS	417				hypothetical protein
JJCHDOIF_00956	CDS	939	fabD_1	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
JJCHDOIF_00957	CDS	603	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
JJCHDOIF_00958	CDS	828				hypothetical protein
JJCHDOIF_00959	CDS	852	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
JJCHDOIF_00960	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
JJCHDOIF_00961	CDS	873	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
JJCHDOIF_00962	CDS	1680	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
JJCHDOIF_00963	CDS	915	gcvA_1			Glycine cleavage system transcriptional activator
JJCHDOIF_00964	CDS	675				hypothetical protein
JJCHDOIF_00965	CDS	1188	rfnT			Riboflavin transporter RfnT
JJCHDOIF_00966	CDS	594				hypothetical protein
JJCHDOIF_00967	CDS	636	paiB		COG2808	Protease synthase and sporulation protein PAI 2
JJCHDOIF_00968	CDS	1491	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
JJCHDOIF_00969	CDS	690	cidB_1		COG1346	Holin-like protein CidB
JJCHDOIF_00970	CDS	432	cidA			Holin-like protein CidA
JJCHDOIF_00971	CDS	906	gltC_2			HTH-type transcriptional regulator GltC
JJCHDOIF_00972	CDS	627	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
JJCHDOIF_00973	CDS	861	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
JJCHDOIF_00974	CDS	921	pgrR_2			HTH-type transcriptional regulator PgrR
JJCHDOIF_00975	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JJCHDOIF_00976	CDS	510	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
JJCHDOIF_00977	CDS	924				hypothetical protein
JJCHDOIF_00978	CDS	933	mmpI			Major membrane protein I
JJCHDOIF_00979	CDS	1962	sufS	4.4.1.16		Cysteine desulfurase
JJCHDOIF_00980	CDS	639	rhtC_1		COG1280	Threonine efflux protein
JJCHDOIF_00981	CDS	936	dmlR_5			HTH-type transcriptional regulator DmlR
JJCHDOIF_00982	CDS	867	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
JJCHDOIF_00983	CDS	861	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
JJCHDOIF_00984	CDS	732	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JJCHDOIF_00985	CDS	666	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
JJCHDOIF_00986	CDS	660	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
JJCHDOIF_00987	CDS	285	yjdJ		COG2388	putative protein YjdJ
JJCHDOIF_00988	CDS	960	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
JJCHDOIF_00989	CDS	3483	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
JJCHDOIF_00990	CDS	1617				hypothetical protein
JJCHDOIF_00991	CDS	456	lrp_4		COG1522	Leucine-responsive regulatory protein
JJCHDOIF_00992	CDS	612	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
JJCHDOIF_00993	CDS	612	lexA_1	3.4.21.88		LexA repressor
JJCHDOIF_00994	CDS	237				hypothetical protein
JJCHDOIF_00995	CDS	732				hypothetical protein
JJCHDOIF_00996	CDS	414				hypothetical protein
JJCHDOIF_00997	CDS	879	ydaD	1.-.-.-		General stress protein 39
JJCHDOIF_00998	CDS	2142	katE	1.11.1.6	COG0753	Catalase HPII
JJCHDOIF_00999	CDS	1410				hypothetical protein
JJCHDOIF_01000	CDS	480	cinA_1			Putative competence-damage inducible protein
JJCHDOIF_01001	CDS	222				hypothetical protein
JJCHDOIF_01002	CDS	318				hypothetical protein
JJCHDOIF_01003	CDS	222				hypothetical protein
JJCHDOIF_01004	CDS	429				hypothetical protein
JJCHDOIF_01005	CDS	144				hypothetical protein
JJCHDOIF_01006	CDS	147				hypothetical protein
JJCHDOIF_01007	CDS	291				hypothetical protein
JJCHDOIF_01008	CDS	906	dmlR_6			HTH-type transcriptional regulator DmlR
JJCHDOIF_01009	CDS	1239				hypothetical protein
JJCHDOIF_01010	CDS	1287				hypothetical protein
JJCHDOIF_01011	CDS	672	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
JJCHDOIF_01012	CDS	1695	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
JJCHDOIF_01013	CDS	618	betI_2			HTH-type transcriptional regulator BetI
JJCHDOIF_01014	CDS	1173	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JJCHDOIF_01015	CDS	1602		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
JJCHDOIF_01016	CDS	804	dpgD	4.2.1.17		Enoyl-CoA-hydratase
JJCHDOIF_01017	CDS	1992	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
JJCHDOIF_01018	CDS	903	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
JJCHDOIF_01019	CDS	942	dmlR_7			HTH-type transcriptional regulator DmlR
JJCHDOIF_01020	CDS	3483				hypothetical protein
JJCHDOIF_01021	CDS	804				hypothetical protein
JJCHDOIF_01022	CDS	1803	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JJCHDOIF_01023	CDS	435				hypothetical protein
JJCHDOIF_01024	CDS	1218				putative transporter
JJCHDOIF_01025	CDS	1317				hypothetical protein
JJCHDOIF_01026	CDS	654	pcaJ_3	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
JJCHDOIF_01027	CDS	669	pcaI	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
JJCHDOIF_01028	CDS	1314	yjhB_1			Putative metabolite transport protein YjhB
JJCHDOIF_01029	CDS	1155	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JJCHDOIF_01030	CDS	789	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
JJCHDOIF_01031	CDS	762	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
JJCHDOIF_01032	CDS	1524	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
JJCHDOIF_01033	CDS	1206	pcaF_3	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
JJCHDOIF_01034	CDS	843	tsaQ1_1			HTH-type transcriptional regulator TsaQ1/TsaQ2
JJCHDOIF_01035	CDS	1185				putative transporter
JJCHDOIF_01036	CDS	972		1.6.5.11	COG2070	NADH:quinone reductase
JJCHDOIF_01037	CDS	810	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
JJCHDOIF_01038	CDS	852	tsaQ1_2			HTH-type transcriptional regulator TsaQ1/TsaQ2
JJCHDOIF_01039	CDS	1218	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
JJCHDOIF_01040	CDS	1152	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
JJCHDOIF_01041	CDS	1251	yjhB_2			Putative metabolite transport protein YjhB
JJCHDOIF_01042	CDS	816	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
JJCHDOIF_01043	CDS	1188	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
JJCHDOIF_01044	CDS	1155	soxA	1.5.3.1		Monomeric sarcosine oxidase
JJCHDOIF_01045	CDS	1710				hypothetical protein
JJCHDOIF_01046	CDS	1203	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJCHDOIF_01047	CDS	1038			COG1840	putative protein
JJCHDOIF_01048	CDS	723	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
JJCHDOIF_01049	CDS	1215	pobA	1.14.13.2		p-hydroxybenzoate hydroxylase
JJCHDOIF_01050	CDS	816	pobR		COG1414	p-hydroxybenzoate hydroxylase transcriptional activator
JJCHDOIF_01051	CDS	597	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
JJCHDOIF_01052	CDS	912	pgrR_3			HTH-type transcriptional regulator PgrR
JJCHDOIF_01053	CDS	384				hypothetical protein
JJCHDOIF_01054	CDS	1458	tgnE	1.2.1.24	COG1012	Succinate semialdehyde dehydrogenase
JJCHDOIF_01055	CDS	1170				hypothetical protein
JJCHDOIF_01056	CDS	1407				hypothetical protein
JJCHDOIF_01057	CDS	1470	tgnC	1.2.1.-	COG1012	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase
JJCHDOIF_01058	CDS	1038	tgnB	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
JJCHDOIF_01059	CDS	933	tgnA	1.5.1.36	COG1853	Flavin-dependent trigonelline monooxygenase, reductase component
JJCHDOIF_01060	CDS	792	tgnD	3.5.1.-		(E)-2-((N-methylformamido)methylene)succinate hydrolase
JJCHDOIF_01061	CDS	603				hypothetical protein
JJCHDOIF_01062	CDS	663				hypothetical protein
JJCHDOIF_01063	CDS	285				hypothetical protein
JJCHDOIF_01064	CDS	573	yceJ_1		COG3038	Cytochrome b561 
JJCHDOIF_01065	CDS	1065	srpA	1.11.1.-	COG0753	Catalase-related peroxidase
JJCHDOIF_01066	CDS	1317	nicT_1			Putative metabolite transport protein NicT
JJCHDOIF_01067	CDS	939	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
JJCHDOIF_01068	CDS	1194	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
JJCHDOIF_01069	CDS	927	gltC_3			HTH-type transcriptional regulator GltC
JJCHDOIF_01070	CDS	696				hypothetical protein
JJCHDOIF_01071	CDS	888	rhaR			HTH-type transcriptional activator RhaR
JJCHDOIF_01072	CDS	627				hypothetical protein
JJCHDOIF_01073	CDS	603				hypothetical protein
JJCHDOIF_01074	CDS	1857				hypothetical protein
JJCHDOIF_01075	CDS	423				hypothetical protein
JJCHDOIF_01076	CDS	636				hypothetical protein
JJCHDOIF_01077	CDS	789				hypothetical protein
JJCHDOIF_01078	CDS	708				hypothetical protein
JJCHDOIF_01079	CDS	111				hypothetical protein
JJCHDOIF_01080	CDS	384				hypothetical protein
JJCHDOIF_01081	CDS	606	yrdA_1		COG0663	Protein YrdA
JJCHDOIF_01082	CDS	966	paaX		COG3327	Transcriptional repressor PaaX
JJCHDOIF_01083	CDS	1290	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JJCHDOIF_01084	CDS	1209	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
JJCHDOIF_01085	CDS	1539	paaH_2	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
JJCHDOIF_01086	CDS	792	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
JJCHDOIF_01087	CDS	774	paaF_3	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
JJCHDOIF_01088	CDS	1062	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
JJCHDOIF_01089	CDS	501	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
JJCHDOIF_01090	CDS	756	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
JJCHDOIF_01091	CDS	291	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
JJCHDOIF_01092	CDS	939	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
JJCHDOIF_01093	CDS	2103	paaZ		COG2030	Bifunctional protein PaaZ
JJCHDOIF_01094	CDS	1380	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
JJCHDOIF_01095	CDS	1572	yveA		COG0531	Aspartate-proton symporter
JJCHDOIF_01096	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
JJCHDOIF_01097	CDS	1290	abaF_1			Fosfomycin resistance protein AbaF
JJCHDOIF_01098	CDS	753	rhaS_6			HTH-type transcriptional activator RhaS
JJCHDOIF_01099	CDS	1263	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
JJCHDOIF_01100	CDS	231				hypothetical protein
JJCHDOIF_01101	CDS	1104	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
JJCHDOIF_01102	CDS	933		5.1.1.8		4-hydroxyproline 2-epimerase
JJCHDOIF_01103	CDS	684	glaR		COG1802	HTH-type transcriptional repressor GlaR
JJCHDOIF_01104	CDS	909				hypothetical protein
JJCHDOIF_01105	CDS	936	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JJCHDOIF_01106	CDS	276				hypothetical protein
JJCHDOIF_01107	CDS	99				hypothetical protein
JJCHDOIF_01108	CDS	435				hypothetical protein
JJCHDOIF_01109	CDS	114	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
JJCHDOIF_01110	CDS	315	soxR_2		COG0789	Redox-sensitive transcriptional activator SoxR
JJCHDOIF_01111	CDS	288				hypothetical protein
JJCHDOIF_01112	CDS	570	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
JJCHDOIF_01113	CDS	459				hypothetical protein
JJCHDOIF_01114	CDS	1158				hypothetical protein
JJCHDOIF_01115	CDS	543				hypothetical protein
JJCHDOIF_01116	CDS	624				hypothetical protein
JJCHDOIF_01117	CDS	483	guaD_1	3.5.4.3	COG0590	Guanine deaminase
JJCHDOIF_01118	CDS	669				hypothetical protein
JJCHDOIF_01119	CDS	852	gltC_4			HTH-type transcriptional regulator GltC
JJCHDOIF_01120	CDS	954				hypothetical protein
JJCHDOIF_01121	CDS	603				hypothetical protein
JJCHDOIF_01122	CDS	807				hypothetical protein
JJCHDOIF_01123	CDS	1365				hypothetical protein
JJCHDOIF_01124	CDS	1095				hypothetical protein
JJCHDOIF_01125	CDS	2679	clpV1		COG0542	Protein ClpV1
JJCHDOIF_01126	CDS	264				hypothetical protein
JJCHDOIF_01127	CDS	768	ompA_1			Outer membrane protein A
JJCHDOIF_01128	CDS	996				hypothetical protein
JJCHDOIF_01129	CDS	3825				hypothetical protein
JJCHDOIF_01130	CDS	1413				hypothetical protein
JJCHDOIF_01131	CDS	999				hypothetical protein
JJCHDOIF_01132	CDS	1812				hypothetical protein
JJCHDOIF_01133	CDS	477				hypothetical protein
JJCHDOIF_01134	CDS	504	hcp1		COG3157	Protein hcp1
JJCHDOIF_01135	CDS	1482				hypothetical protein
JJCHDOIF_01136	CDS	504				hypothetical protein
JJCHDOIF_01137	CDS	534				hypothetical protein
JJCHDOIF_01138	CDS	402				hypothetical protein
JJCHDOIF_01139	CDS	945				hypothetical protein
JJCHDOIF_01140	CDS	882	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JJCHDOIF_01141	CDS	1023				hypothetical protein
JJCHDOIF_01142	CDS	1812	atzF	3.5.1.54		Allophanate hydrolase
JJCHDOIF_01143	CDS	435				Putative nickel-responsive regulator
JJCHDOIF_01144	CDS	126				hypothetical protein
JJCHDOIF_01145	CDS	1743				hypothetical protein
JJCHDOIF_01146	CDS	357	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
JJCHDOIF_01147	CDS	537	kefF_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
JJCHDOIF_01148	CDS	3606	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
JJCHDOIF_01149	CDS	654				hypothetical protein
JJCHDOIF_01150	CDS	741				hypothetical protein
JJCHDOIF_01151	CDS	1164		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JJCHDOIF_01152	CDS	432				hypothetical protein
JJCHDOIF_01153	CDS	561				hypothetical protein
JJCHDOIF_01154	CDS	306				hypothetical protein
JJCHDOIF_01155	CDS	1053				hypothetical protein
JJCHDOIF_01156	CDS	525				hypothetical protein
JJCHDOIF_01157	CDS	5697				hypothetical protein
JJCHDOIF_01158	CDS	1740	shlB_2			Hemolysin transporter protein ShlB
JJCHDOIF_01159	CDS	1221	eriC		COG0038	Chloride/fluoride channel protein
JJCHDOIF_01160	CDS	1722	carB_1			Carbamoyl-phosphate synthase large chain
JJCHDOIF_01161	CDS	1590				hypothetical protein
JJCHDOIF_01162	CDS	807		4.2.1.-	COG4336	Putative hydro-lyase
JJCHDOIF_01163	CDS	765	pxpA	3.5.2.9		5-oxoprolinase subunit A
JJCHDOIF_01164	CDS	1233				hypothetical protein
JJCHDOIF_01165	CDS	912	gltR_1		COG0583	HTH-type transcriptional regulator GltR
JJCHDOIF_01166	CDS	318				hypothetical protein
JJCHDOIF_01167	CDS	1248				hypothetical protein
JJCHDOIF_01168	CDS	678	mupP_1	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
JJCHDOIF_01169	CDS	429				hypothetical protein
JJCHDOIF_01170	CDS	240				hypothetical protein
JJCHDOIF_01171	CDS	951	lcdH	1.1.1.108		L-carnitine dehydrogenase
JJCHDOIF_01172	CDS	699				hypothetical protein
JJCHDOIF_01173	CDS	1029				hypothetical protein
JJCHDOIF_01174	CDS	438				hypothetical protein
JJCHDOIF_01175	CDS	1314	pcaK_3		COG0477	4-hydroxybenzoate transporter PcaK
JJCHDOIF_01176	CDS	636				hypothetical protein
JJCHDOIF_01177	CDS	933	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
JJCHDOIF_01178	CDS	1206				hypothetical protein
JJCHDOIF_01179	CDS	861	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
JJCHDOIF_01180	CDS	468	lrp_5		COG1522	Leucine-responsive regulatory protein
JJCHDOIF_01181	CDS	2646	mutS		COG0249	DNA mismatch repair protein MutS
JJCHDOIF_01182	CDS	576				hypothetical protein
JJCHDOIF_01183	CDS	324			COG1146	Ferredoxin 1
JJCHDOIF_01184	CDS	702				hypothetical protein
JJCHDOIF_01185	CDS	669		2.1.1.6	COG4122	Catechol O-methyltransferase
JJCHDOIF_01186	CDS	843				hypothetical protein
JJCHDOIF_01187	CDS	612		2.3.1.-	COG0110	Putative acetyltransferase
JJCHDOIF_01188	CDS	600	yigZ		COG1739	IMPACT family member YigZ
JJCHDOIF_01189	CDS	1191	prsE			Type I secretion system membrane fusion protein PrsE
JJCHDOIF_01190	CDS	2142	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
JJCHDOIF_01191	CDS	945				hypothetical protein
JJCHDOIF_01192	CDS	1449	rpoN		COG1508	RNA polymerase sigma-54 factor
JJCHDOIF_01193	CDS	339	hpf		COG1544	Ribosome hibernation promoting factor
JJCHDOIF_01194	CDS	252			COG5007	putative protein
JJCHDOIF_01195	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
JJCHDOIF_01196	CDS	684	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
JJCHDOIF_01197	CDS	1323	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JJCHDOIF_01198	CDS	1086	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
JJCHDOIF_01199	CDS	1389	menF	5.4.4.2		Isochorismate synthase MenF
JJCHDOIF_01200	CDS	876				hypothetical protein
JJCHDOIF_01201	CDS	834				hypothetical protein
JJCHDOIF_01202	CDS	1182				hypothetical protein
JJCHDOIF_01203	CDS	1665				hypothetical protein
JJCHDOIF_01204	CDS	1314				hypothetical protein
JJCHDOIF_01205	CDS	1926				hypothetical protein
JJCHDOIF_01206	CDS	558	nudC_1	3.6.1.22		NADH pyrophosphatase
JJCHDOIF_01207	CDS	618	nudL	3.6.1.-		putative Nudix hydrolase NudL
JJCHDOIF_01208	CDS	531	yrdA_2		COG0663	Protein YrdA
JJCHDOIF_01209	CDS	666	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JJCHDOIF_01210	CDS	792	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
JJCHDOIF_01211	CDS	1452				hypothetical protein
JJCHDOIF_01212	CDS	846	fghA	3.1.2.12	COG0627	S-formylglutathione hydrolase
JJCHDOIF_01213	CDS	273				hypothetical protein
JJCHDOIF_01214	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
JJCHDOIF_01215	CDS	822	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
JJCHDOIF_01216	CDS	399				hypothetical protein
JJCHDOIF_01217	CDS	1935	copA			Copper resistance protein A
JJCHDOIF_01218	CDS	756				hypothetical protein
JJCHDOIF_01219	CDS	996	zitB_1			Zinc transporter ZitB
JJCHDOIF_01220	CDS	321	gdx			Guanidinium exporter
JJCHDOIF_01221	CDS	480	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
JJCHDOIF_01222	CDS	1221	argJ			Arginine biosynthesis bifunctional protein ArgJ
JJCHDOIF_01223	CDS	1065	nadA	2.5.1.72	COG0379	Quinolinate synthase A
JJCHDOIF_01224	tRNA	77				tRNA-Pro(tgg)
JJCHDOIF_01225	tRNA	77				tRNA-Arg(tct)
JJCHDOIF_01226	tRNA	76				tRNA-His(gtg)
JJCHDOIF_01227	tRNA	77				tRNA-Pro(tgg)
JJCHDOIF_01228	CDS	1020	add	3.5.4.4	COG1816	Adenosine deaminase
JJCHDOIF_01229	CDS	1176	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
JJCHDOIF_01230	CDS	825	gcvA_2			Glycine cleavage system transcriptional activator
JJCHDOIF_01231	CDS	1221	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JJCHDOIF_01232	CDS	1323	yjhB_3			Putative metabolite transport protein YjhB
JJCHDOIF_01233	CDS	1230	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
JJCHDOIF_01234	CDS	552				hypothetical protein
JJCHDOIF_01235	CDS	534				hypothetical protein
JJCHDOIF_01236	CDS	1134				hypothetical protein
JJCHDOIF_01237	CDS	1407	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JJCHDOIF_01238	CDS	930				hypothetical protein
JJCHDOIF_01239	CDS	795	ais	5.3.3.7		Aconitate isomerase
JJCHDOIF_01240	CDS	1311	proP_2			Proline/betaine transporter
JJCHDOIF_01241	CDS	930	hdfR_3			HTH-type transcriptional regulator HdfR
JJCHDOIF_01242	CDS	609	rhtC_2		COG1280	Threonine efflux protein
JJCHDOIF_01243	CDS	873	gcvA_3			Glycine cleavage system transcriptional activator
JJCHDOIF_01244	CDS	987				hypothetical protein
JJCHDOIF_01245	CDS	1044	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
JJCHDOIF_01246	CDS	492	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
JJCHDOIF_01247	CDS	561				hypothetical protein
JJCHDOIF_01248	CDS	528				hypothetical protein
JJCHDOIF_01249	CDS	540				hypothetical protein
JJCHDOIF_01250	CDS	801	esiB_1			Secretory immunoglobulin A-binding protein EsiB
JJCHDOIF_01251	CDS	774				hypothetical protein
JJCHDOIF_01252	CDS	687				hypothetical protein
JJCHDOIF_01253	CDS	702				hypothetical protein
JJCHDOIF_01254	CDS	330				hypothetical protein
JJCHDOIF_01255	CDS	600	betI_3			HTH-type transcriptional regulator BetI
JJCHDOIF_01256	CDS	2925				hypothetical protein
JJCHDOIF_01257	CDS	1284	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
JJCHDOIF_01258	CDS	135				hypothetical protein
JJCHDOIF_01259	CDS	2835				hypothetical protein
JJCHDOIF_01260	CDS	717	rstA		COG0745	Transcriptional regulatory protein RstA
