locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIELJBDO_01635	CDS	1164	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
PIELJBDO_01636	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
PIELJBDO_01637	CDS	771	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
PIELJBDO_01638	CDS	186				hypothetical protein
PIELJBDO_01639	CDS	147				hypothetical protein
PIELJBDO_01640	CDS	279				hypothetical protein
PIELJBDO_01641	CDS	519				hypothetical protein
PIELJBDO_01642	tRNA	77				tRNA-Arg(cct)
PIELJBDO_01643	CDS	1149				hypothetical protein
PIELJBDO_01644	CDS	2712				hypothetical protein
PIELJBDO_01645	CDS	453				hypothetical protein
PIELJBDO_01646	CDS	165				hypothetical protein
PIELJBDO_01647	CDS	339				hypothetical protein
PIELJBDO_01648	CDS	1041	amiE	3.5.1.4	COG0388	Aliphatic amidase
PIELJBDO_01649	CDS	1116	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
PIELJBDO_01650	CDS	1158	amiC_1			Aliphatic amidase expression-regulating protein
PIELJBDO_01651	CDS	591	amiR		COG3707	Aliphatic amidase regulator
PIELJBDO_01652	CDS	675				hypothetical protein
PIELJBDO_01653	CDS	348				hypothetical protein
PIELJBDO_01654	CDS	1059	yiaV		COG1566	Inner membrane protein YiaV
PIELJBDO_01655	CDS	1029				hypothetical protein
PIELJBDO_01656	CDS	879				hypothetical protein
PIELJBDO_01657	CDS	1347	dsdA	4.3.1.18	COG3048	D-serine dehydratase
PIELJBDO_01658	CDS	1344	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
PIELJBDO_01659	CDS	1305	ycaD_1			putative MFS-type transporter YcaD
PIELJBDO_01660	CDS	612				hypothetical protein
PIELJBDO_01661	CDS	750	ycgR		COG5581	Flagellar brake protein YcgR
PIELJBDO_01662	CDS	471				hypothetical protein
PIELJBDO_01663	CDS	324				hypothetical protein
PIELJBDO_01664	CDS	738				hypothetical protein
PIELJBDO_01665	CDS	933	cheV		COG0784	Chemotaxis protein CheV
PIELJBDO_01666	CDS	825	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
PIELJBDO_01667	CDS	306				STAS-domain containing protein
PIELJBDO_01668	CDS	1716	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
PIELJBDO_01669	CDS	351				hypothetical protein
PIELJBDO_01670	CDS	2139	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PIELJBDO_01671	CDS	1164				hypothetical protein
PIELJBDO_01672	CDS	1017				hypothetical protein
PIELJBDO_01673	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
PIELJBDO_01674	CDS	2046				hypothetical protein
PIELJBDO_01675	CDS	2187	bamA_2			Outer membrane protein assembly factor BamA
PIELJBDO_01676	CDS	291				hypothetical protein
PIELJBDO_01677	CDS	993	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
PIELJBDO_01678	CDS	1167	ydhP_2		COG2814	Inner membrane transport protein YdhP
PIELJBDO_01679	CDS	753				hypothetical protein
PIELJBDO_01680	CDS	240	acpP_1			Acyl carrier protein
PIELJBDO_01681	CDS	993	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PIELJBDO_01682	CDS	426			COG3631	putative PhzA/B-like protein
PIELJBDO_01683	CDS	1257		1.14.-.-	COG2124	Cytochrome P450 107B1
PIELJBDO_01684	CDS	915				hypothetical protein
PIELJBDO_01685	CDS	1326				hypothetical protein
PIELJBDO_01686	CDS	1167	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
PIELJBDO_01687	CDS	7059	dhbF		COG1020	Dimodular nonribosomal peptide synthase
PIELJBDO_01688	CDS	606	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PIELJBDO_01689	CDS	888				hypothetical protein
PIELJBDO_01690	CDS	1779	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
PIELJBDO_01691	CDS	876				hypothetical protein
PIELJBDO_01692	CDS	813				hypothetical protein
PIELJBDO_01693	CDS	915	pcpR_3			PCP degradation transcriptional activation protein
PIELJBDO_01694	CDS	456				hypothetical protein
PIELJBDO_01695	CDS	2079	plcN_1	3.1.4.3	COG3511	Non-hemolytic phospholipase C
PIELJBDO_01696	CDS	501				hypothetical protein
PIELJBDO_01697	CDS	729				hypothetical protein
PIELJBDO_01698	CDS	771	phnE_2		COG3639	Phosphate-import permease protein PhnE
PIELJBDO_01699	CDS	834				hypothetical protein
PIELJBDO_01700	CDS	804	phnC_2	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
PIELJBDO_01701	CDS	858	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
PIELJBDO_01702	CDS	891	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PIELJBDO_01703	CDS	2181			COG2200	putative signaling protein
PIELJBDO_01704	CDS	1656	eptA_1	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
PIELJBDO_01705	CDS	456				Putative universal stress protein
PIELJBDO_01706	CDS	2847	rapA_1	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
PIELJBDO_01707	CDS	309				hypothetical protein
PIELJBDO_01708	CDS	603				hypothetical protein
PIELJBDO_01709	CDS	162				hypothetical protein
PIELJBDO_01710	CDS	114				hypothetical protein
PIELJBDO_01711	CDS	1995	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
PIELJBDO_01712	CDS	204				hypothetical protein
PIELJBDO_01713	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PIELJBDO_01714	CDS	1176	pbuE_1		COG2814	Purine efflux pump PbuE
PIELJBDO_01715	CDS	471	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
PIELJBDO_01716	CDS	951		3.1.1.23	COG2267	Monoacylglycerol lipase
PIELJBDO_01717	CDS	1689	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PIELJBDO_01718	CDS	1689	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PIELJBDO_01719	CDS	210				hypothetical protein
PIELJBDO_01720	CDS	3981				hypothetical protein
PIELJBDO_01721	CDS	1431	phoA	3.1.3.1		Alkaline phosphatase H
PIELJBDO_01722	CDS	438	hit		COG0537	Protein hit
PIELJBDO_01723	CDS	2067	vgrG1_3	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
PIELJBDO_01724	CDS	816				hypothetical protein
PIELJBDO_01725	CDS	243				hypothetical protein
PIELJBDO_01726	CDS	1341				hypothetical protein
PIELJBDO_01727	CDS	414				hypothetical protein
PIELJBDO_01728	CDS	471				IS66 family transposase ISPpu30
PIELJBDO_01729	CDS	516				hypothetical protein
PIELJBDO_01730	CDS	1122		2.3.1.207	COG0332	Beta-ketodecanoyl-[acyl-carrier-protein] synthase
PIELJBDO_01731	CDS	612	rpoE		COG1595	ECF RNA polymerase sigma-E factor
PIELJBDO_01732	CDS	240				hypothetical protein
PIELJBDO_01733	CDS	315				hypothetical protein
PIELJBDO_01734	CDS	855				hypothetical protein
PIELJBDO_01735	CDS	735				hypothetical protein
PIELJBDO_01736	CDS	591				hypothetical protein
PIELJBDO_01737	CDS	1317	oprO		COG3746	Porin O
PIELJBDO_01738	CDS	1323	oprP		COG3746	Porin P
PIELJBDO_01739	CDS	300				hypothetical protein
PIELJBDO_01740	CDS	813	actIII_1	1.3.1.-		Putative ketoacyl reductase
PIELJBDO_01741	CDS	423				hypothetical protein
PIELJBDO_01742	CDS	330				hypothetical protein
PIELJBDO_01743	CDS	288				hypothetical protein
PIELJBDO_01744	CDS	384				hypothetical protein
PIELJBDO_01745	CDS	4347	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
PIELJBDO_01746	CDS	3480	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
PIELJBDO_01747	CDS	570				hypothetical protein
PIELJBDO_01748	CDS	855	rhaR_2			HTH-type transcriptional activator RhaR
PIELJBDO_01749	CDS	2166	fecA_2		COG4772	Fe(3+) dicitrate transport protein FecA
PIELJBDO_01750	CDS	1875	lplT			Lysophospholipid transporter LplT
PIELJBDO_01751	CDS	210	cspA_2		COG1278	Major cold shock protein CspA
PIELJBDO_01752	CDS	315	gdx_1		COG2076	Guanidinium exporter
PIELJBDO_01753	CDS	936	panS_1		COG0385	Pantothenate precursors transporter PanS
PIELJBDO_01754	CDS	921	rdgC		COG2974	Recombination-associated protein RdgC
PIELJBDO_01755	tRNA	76				tRNA-Val(tac)
PIELJBDO_01756	tRNA	77				tRNA-Asp(gtc)
PIELJBDO_01757	CDS	762	fklB_1	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
PIELJBDO_01758	CDS	432				hypothetical protein
PIELJBDO_01759	CDS	747				hypothetical protein
PIELJBDO_01760	CDS	312				hypothetical protein
PIELJBDO_01761	CDS	360				hypothetical protein
PIELJBDO_01762	CDS	480				hypothetical protein
PIELJBDO_01763	CDS	1749				hypothetical protein
PIELJBDO_01764	CDS	2130	prc	3.4.21.102	COG0793	Tail-specific protease
PIELJBDO_01765	CDS	963	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
PIELJBDO_01766	CDS	651		3.1.3.-	COG0560	putative phosphatase
PIELJBDO_01767	CDS	996	potA_6	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PIELJBDO_01768	CDS	798				hypothetical protein
PIELJBDO_01769	CDS	840				hypothetical protein
PIELJBDO_01770	CDS	810				hypothetical protein
PIELJBDO_01771	CDS	1059				hypothetical protein
PIELJBDO_01772	CDS	717	phnR_1		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
PIELJBDO_01773	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
PIELJBDO_01774	CDS	1290	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
PIELJBDO_01775	CDS	636	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
PIELJBDO_01776	CDS	255	minE		COG0851	Cell division topological specificity factor
PIELJBDO_01777	CDS	816	minD		COG2894	Septum site-determining protein MinD
PIELJBDO_01778	CDS	792	minC		COG0850	Septum site-determining protein MinC
PIELJBDO_01779	CDS	939	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
PIELJBDO_01780	CDS	1170				hypothetical protein
PIELJBDO_01781	CDS	633				hypothetical protein
PIELJBDO_01782	CDS	696				hypothetical protein
PIELJBDO_01783	CDS	1101				hypothetical protein
PIELJBDO_01784	CDS	726				hypothetical protein
PIELJBDO_01785	CDS	960				hypothetical protein
PIELJBDO_01786	CDS	2325				hypothetical protein
PIELJBDO_01787	CDS	669				hypothetical protein
PIELJBDO_01788	CDS	801				hypothetical protein
PIELJBDO_01789	CDS	507				hypothetical protein
PIELJBDO_01790	CDS	387				hypothetical protein
PIELJBDO_01791	CDS	336				hypothetical protein
PIELJBDO_01792	CDS	192				hypothetical protein
PIELJBDO_01793	CDS	237				hypothetical protein
PIELJBDO_01794	CDS	627				hypothetical protein
PIELJBDO_01795	CDS	351				hypothetical protein
PIELJBDO_01796	CDS	1578				hypothetical protein
PIELJBDO_01797	CDS	264				hypothetical protein
PIELJBDO_01798	CDS	804				hypothetical protein
PIELJBDO_01799	CDS	1362				hypothetical protein
PIELJBDO_01800	CDS	222				hypothetical protein
PIELJBDO_01801	CDS	858				hypothetical protein
PIELJBDO_01802	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
PIELJBDO_01803	CDS	1656	actP_1		COG4147	Cation/acetate symporter ActP
PIELJBDO_01804	CDS	1800				hypothetical protein
PIELJBDO_01805	CDS	627	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
PIELJBDO_01806	CDS	159				hypothetical protein
PIELJBDO_01807	CDS	1125				hypothetical protein
PIELJBDO_01808	CDS	267				hypothetical protein
PIELJBDO_01809	CDS	1833		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
PIELJBDO_01810	CDS	564	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
PIELJBDO_01811	CDS	828	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
PIELJBDO_01812	CDS	930	yhaJ_2			HTH-type transcriptional regulator YhaJ
PIELJBDO_01813	CDS	318				hypothetical protein
PIELJBDO_01814	CDS	642	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
PIELJBDO_01815	CDS	744				hypothetical protein
PIELJBDO_01816	CDS	387	gcvH_1		COG0509	Glycine cleavage system H protein
PIELJBDO_01817	CDS	840	azoB	1.7.-.-		NAD(P)H azoreductase
PIELJBDO_01818	CDS	618	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
PIELJBDO_01819	CDS	555	fldP			Flavodoxin FldP
PIELJBDO_01820	CDS	954	dmlR_11			HTH-type transcriptional regulator DmlR
PIELJBDO_01821	CDS	894				hypothetical protein
PIELJBDO_01822	CDS	336	csaA		COG0073	putative chaperone CsaA
PIELJBDO_01823	CDS	765	rhaR_3			HTH-type transcriptional activator RhaR
PIELJBDO_01824	CDS	813	lpxH_1	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
PIELJBDO_01825	CDS	1056	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
PIELJBDO_01826	CDS	1341				hypothetical protein
PIELJBDO_01827	CDS	318				hypothetical protein
PIELJBDO_01828	CDS	996	virS			HTH-type transcriptional regulator VirS
PIELJBDO_01829	CDS	645				hypothetical protein
PIELJBDO_01830	CDS	939				hypothetical protein
PIELJBDO_01831	CDS	795	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
PIELJBDO_01832	CDS	1146				hypothetical protein
PIELJBDO_01833	CDS	1455	trkI_1		COG0168	Trk system potassium uptake protein TrkI
PIELJBDO_01834	CDS	372				hypothetical protein
PIELJBDO_01835	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
PIELJBDO_01836	CDS	477				hypothetical protein
PIELJBDO_01837	CDS	1338	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
PIELJBDO_01838	CDS	441				hypothetical protein
PIELJBDO_01839	CDS	678	cpxR		COG0745	Transcriptional regulatory protein CpxR
PIELJBDO_01840	CDS	366				hypothetical protein
PIELJBDO_01841	CDS	300	yciI		COG2350	Protein YciI
PIELJBDO_01842	CDS	588	yciB		COG2917	putative intracellular septation protein A
PIELJBDO_01843	CDS	888	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
PIELJBDO_01844	CDS	630	yciO		COG0009	putative protein YciO
PIELJBDO_01845	CDS	891	scpA			Segregation and condensation protein A
PIELJBDO_01846	CDS	993	scpB			Segregation and condensation protein B
PIELJBDO_01847	CDS	531				hypothetical protein
PIELJBDO_01848	CDS	213				hypothetical protein
PIELJBDO_01849	CDS	1005	epd_2	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
PIELJBDO_01850	CDS	1827	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
PIELJBDO_01851	CDS	996	glk	2.7.1.2	COG0837	Glucokinase
PIELJBDO_01852	CDS	729	ompR_1			Transcriptional regulatory protein OmpR
PIELJBDO_01853	CDS	1449	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
PIELJBDO_01854	CDS	1263				putative sugar-binding periplasmic protein
PIELJBDO_01855	CDS	933	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
PIELJBDO_01856	CDS	846				hypothetical protein
PIELJBDO_01857	CDS	1161	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
PIELJBDO_01858	CDS	1365	oprB_2		COG3659	Porin B
PIELJBDO_01859	CDS	852	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
PIELJBDO_01860	CDS	858	hexR_1		COG1737	HTH-type transcriptional regulator HexR
PIELJBDO_01861	CDS	1470	zwf_1	1.1.1.363	COG0364	Glucose-6-phosphate 1-dehydrogenase
PIELJBDO_01862	CDS	717	pgl_2	3.1.1.31		6-phosphogluconolactonase
PIELJBDO_01863	CDS	663	eda_1	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
PIELJBDO_01864	CDS	438				hypothetical protein
PIELJBDO_01865	CDS	1161				hypothetical protein
PIELJBDO_01866	CDS	378				hypothetical protein
PIELJBDO_01867	CDS	924				hypothetical protein
PIELJBDO_01868	CDS	1215	gltS		COG0786	Sodium/glutamate symporter
PIELJBDO_01869	CDS	936	hutG	3.5.3.8	COG0010	Formimidoylglutamase
PIELJBDO_01870	CDS	729	kdgR_1			Pectin degradation repressor protein KdgR
PIELJBDO_01871	CDS	741	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
PIELJBDO_01872	CDS	672	mupP_2	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
PIELJBDO_01873	CDS	699	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PIELJBDO_01874	CDS	1335	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
PIELJBDO_01875	CDS	1077	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
PIELJBDO_01876	CDS	2766	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PIELJBDO_01877	CDS	1086	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
PIELJBDO_01878	CDS	1098	pheA			Bifunctional chorismate mutase/prephenate dehydratase
PIELJBDO_01879	CDS	1110	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
PIELJBDO_01880	CDS	2241	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
PIELJBDO_01881	CDS	690	cmk	2.7.4.25		Cytidylate kinase
PIELJBDO_01882	CDS	1680	rpsA		COG0539	30S ribosomal protein S1
PIELJBDO_01883	CDS	285	ihfB		COG0776	Integration host factor subunit beta
PIELJBDO_01884	CDS	1083	wzzB		COG3765	Chain length determinant protein
PIELJBDO_01885	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
PIELJBDO_01886	CDS	1269	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
PIELJBDO_01887	CDS	1263				hypothetical protein
PIELJBDO_01888	CDS	1335				hypothetical protein
PIELJBDO_01889	CDS	843				hypothetical protein
PIELJBDO_01890	CDS	2145	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PIELJBDO_01891	CDS	1653				hypothetical protein
PIELJBDO_01892	CDS	954				hypothetical protein
PIELJBDO_01893	CDS	954			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
PIELJBDO_01894	CDS	1017	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
PIELJBDO_01895	CDS	1965	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
PIELJBDO_01896	CDS	330				hypothetical protein
PIELJBDO_01897	tRNA	76				tRNA-Asn(gtt)
PIELJBDO_01898	CDS	1197	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
PIELJBDO_01899	CDS	2013	uvrB		COG0556	UvrABC system protein B
PIELJBDO_01900	CDS	1560	emrB_1			Colistin resistance protein EmrB
PIELJBDO_01901	CDS	1035	emrA_1			Colistin resistance protein EmrA
PIELJBDO_01902	CDS	921	dmlR_12			HTH-type transcriptional regulator DmlR
PIELJBDO_01903	CDS	1485	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PIELJBDO_01904	tRNA	76				tRNA-Ala(ggc)
PIELJBDO_01905	tRNA	76				tRNA-Glu(ttc)
PIELJBDO_01906	tRNA	76				tRNA-Ala(ggc)
PIELJBDO_01907	tRNA	76				tRNA-Glu(ttc)
PIELJBDO_01908	CDS	543				hypothetical protein
PIELJBDO_01909	CDS	858				hypothetical protein
PIELJBDO_01910	CDS	648	eda_2		COG0800	KHG/KDPG aldolase
PIELJBDO_01911	CDS	438				hypothetical protein
PIELJBDO_01912	CDS	960	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
PIELJBDO_01913	CDS	747	ygfF	1.-.-.-		putative oxidoreductase YgfF
PIELJBDO_01914	CDS	804				hypothetical protein
PIELJBDO_01915	CDS	450	ibpB		COG0071	Small heat shock protein IbpB
PIELJBDO_01916	CDS	1329				hypothetical protein
PIELJBDO_01917	CDS	912	dmlR_13			HTH-type transcriptional regulator DmlR
PIELJBDO_01918	CDS	378	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PIELJBDO_01919	CDS	894	cmpR_2			HTH-type transcriptional activator CmpR
PIELJBDO_01920	CDS	1425	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
PIELJBDO_01921	CDS	639	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
PIELJBDO_01922	CDS	762	ycgJ	2.1.1.-		putative methyltransferase YcgJ
PIELJBDO_01923	CDS	1083	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
PIELJBDO_01924	CDS	1113	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PIELJBDO_01925	CDS	1011	usg		COG0136	USG-1 protein 
PIELJBDO_01926	CDS	2775				hypothetical protein
PIELJBDO_01927	CDS	858	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PIELJBDO_01928	CDS	636	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
PIELJBDO_01929	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PIELJBDO_01930	CDS	1290	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PIELJBDO_01931	CDS	648	ftsN_1			Cell division protein FtsN
PIELJBDO_01932	CDS	516				hypothetical protein
PIELJBDO_01933	CDS	1506	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PIELJBDO_01934	CDS	1212	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
PIELJBDO_01935	CDS	768	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
PIELJBDO_01936	CDS	1977	xcpQ		COG1450	Secretin XcpQ
PIELJBDO_01937	CDS	657	xcpP_1			Type II secretion system protein N
PIELJBDO_01938	CDS	1509	epsE		COG2804	Type II secretion system protein E
PIELJBDO_01939	CDS	1218	epsF_1		COG1459	Type II secretion system protein F
PIELJBDO_01940	CDS	429	xcpT_1		COG2165	Type II secretion system protein G
PIELJBDO_01941	CDS	519	gspH		COG2165	Putative type II secretion system protein H
PIELJBDO_01942	CDS	390	xcpV		COG2165	Type II secretion system protein I
PIELJBDO_01943	CDS	714	xcpW		COG4795	Type II secretion system protein J
PIELJBDO_01944	CDS	1002	xcpX_1		COG3156	Type II secretion system protein K
PIELJBDO_01945	CDS	1149	xcpY		COG3297	Type II secretion system protein L
PIELJBDO_01946	CDS	525	epsM		COG3149	Type II secretion system protein M
PIELJBDO_01947	tRNA	76				tRNA-Val(tac)
PIELJBDO_01948	tRNA	77				tRNA-Asp(gtc)
PIELJBDO_01949	tRNA	77				tRNA-Asp(gtc)
PIELJBDO_01950	CDS	1038				putative HTH-type transcriptional regulator
PIELJBDO_01951	CDS	1119				hypothetical protein
PIELJBDO_01952	CDS	2040	fadH_1	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
PIELJBDO_01953	CDS	1404				hypothetical protein
PIELJBDO_01954	CDS	900	acdS	3.5.99.7		1-aminocyclopropane-1-carboxylate deaminase
PIELJBDO_01955	CDS	966				hypothetical protein
PIELJBDO_01956	CDS	888	nadK	2.7.1.23	COG0061	NAD kinase
PIELJBDO_01957	CDS	981	apaH_2	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
PIELJBDO_01958	CDS	861	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
PIELJBDO_01959	CDS	264				hypothetical protein
PIELJBDO_01960	CDS	834				hypothetical protein
PIELJBDO_01961	CDS	2658	pepN	3.4.11.2	COG0308	Aminopeptidase N
PIELJBDO_01962	CDS	1965				hypothetical protein
PIELJBDO_01963	CDS	1368				putative protein
PIELJBDO_01964	CDS	1098	hcf136			Ycf48-like protein
PIELJBDO_01965	CDS	2382				hypothetical protein
PIELJBDO_01966	CDS	1296	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
PIELJBDO_01967	CDS	672	mprA		COG0745	Response regulator MprA
PIELJBDO_01968	CDS	2925	ssa1	3.4.21.-		Serotype-specific antigen 1
PIELJBDO_01969	CDS	1080				hypothetical protein
PIELJBDO_01970	CDS	1632				hypothetical protein
PIELJBDO_01971	CDS	1761				hypothetical protein
PIELJBDO_01972	CDS	1023				hypothetical protein
PIELJBDO_01973	CDS	495				hypothetical protein
PIELJBDO_01974	CDS	939				hypothetical protein
PIELJBDO_01975	CDS	981				hypothetical protein
PIELJBDO_01976	CDS	771				hypothetical protein
PIELJBDO_01977	CDS	4863	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
PIELJBDO_01978	CDS	108				hypothetical protein
PIELJBDO_01979	CDS	2847				hypothetical protein
PIELJBDO_01980	CDS	3582				hypothetical protein
PIELJBDO_01981	CDS	519				hypothetical protein
PIELJBDO_01982	CDS	1368				hypothetical protein
PIELJBDO_01983	CDS	990				hypothetical protein
PIELJBDO_01984	CDS	1524	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PIELJBDO_01985	CDS	1371				hypothetical protein
PIELJBDO_01986	CDS	231				hypothetical protein
PIELJBDO_01987	CDS	477				hypothetical protein
PIELJBDO_01988	CDS	477				hypothetical protein
PIELJBDO_01989	CDS	1905				hypothetical protein
PIELJBDO_01990	CDS	1002	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
PIELJBDO_01991	CDS	882				hypothetical protein
PIELJBDO_01992	CDS	282				hypothetical protein
PIELJBDO_01993	CDS	1029	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PIELJBDO_01994	CDS	213	rmf			Ribosome modulation factor
PIELJBDO_01995	CDS	945				hypothetical protein
PIELJBDO_01996	CDS	1392	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
PIELJBDO_01997	CDS	1431	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
PIELJBDO_01998	CDS	345			COG3171	putative protein
PIELJBDO_01999	CDS	624	bvgA_2			Virulence factors putative positive transcription regulator BvgA
PIELJBDO_02000	CDS	2226	bvgS_2	2.7.13.3		Virulence sensor protein BvgS
PIELJBDO_02001	CDS	1332	dgt_1	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
PIELJBDO_02002	CDS	324				hypothetical protein
PIELJBDO_02003	CDS	381				hypothetical protein
PIELJBDO_02004	CDS	330	yqjD_1		COG4575	putative protein YqjD
PIELJBDO_02005	CDS	1209	amtB_1			Ammonia channel
PIELJBDO_02006	CDS	1266	nicP_6			Porin-like protein NicP
PIELJBDO_02007	CDS	867				hypothetical protein
PIELJBDO_02008	CDS	933				hypothetical protein
PIELJBDO_02009	CDS	597				hypothetical protein
