locus_tag	ftype	length_bp	gene	EC_number	COG	product
JMBFADNF_01009	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JMBFADNF_01010	CDS	531	cybB		COG3038	Cytochrome b561
JMBFADNF_01011	CDS	1326	proP_1			Proline/betaine transporter
JMBFADNF_01012	CDS	228				hypothetical protein
JMBFADNF_01013	CDS	183				hypothetical protein
JMBFADNF_01014	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
JMBFADNF_01015	CDS	1263	umuC_1		COG0389	Protein UmuC
JMBFADNF_01016	CDS	1194		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JMBFADNF_01017	CDS	162				hypothetical protein
JMBFADNF_01018	CDS	186				hypothetical protein
JMBFADNF_01019	CDS	543				hypothetical protein
JMBFADNF_01020	CDS	771	nimR_1			HTH-type transcriptional regulator NimR
JMBFADNF_01021	CDS	393				hypothetical protein
JMBFADNF_01022	CDS	210				hypothetical protein
JMBFADNF_01023	CDS	438				hypothetical protein
JMBFADNF_01024	CDS	507				hypothetical protein
JMBFADNF_01025	CDS	252				hypothetical protein
JMBFADNF_01026	CDS	621	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
JMBFADNF_01027	CDS	393	iraM_2			Anti-adapter protein IraM
JMBFADNF_01028	CDS	624	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
JMBFADNF_01029	CDS	348				hypothetical protein
JMBFADNF_01030	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
JMBFADNF_01031	CDS	978				hypothetical protein
JMBFADNF_01032	CDS	552				hypothetical protein
JMBFADNF_01033	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
JMBFADNF_01034	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
JMBFADNF_01035	CDS	1701	trg		COG0840	Methyl-accepting chemotaxis protein III
JMBFADNF_01036	CDS	441				hypothetical protein
JMBFADNF_01037	CDS	2367	quiA_1	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
JMBFADNF_01038	CDS	924	gbpR			HTH-type transcriptional regulator GbpR
JMBFADNF_01039	CDS	870	napF			Ferredoxin-type protein NapF
JMBFADNF_01040	CDS	834				hypothetical protein
JMBFADNF_01041	CDS	633	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JMBFADNF_01042	CDS	2400	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
JMBFADNF_01043	CDS	1344			COG5383	putative protein
JMBFADNF_01044	CDS	1509	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
JMBFADNF_01045	CDS	843	ampR			HTH-type transcriptional activator AmpR
JMBFADNF_01046	CDS	1170	ybdL_1	2.6.1.88	COG0436	Methionine aminotransferase
JMBFADNF_01047	CDS	774	argT_2		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
JMBFADNF_01048	CDS	1656	mdoD		COG3131	Glucans biosynthesis protein D
JMBFADNF_01049	CDS	549	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
JMBFADNF_01050	CDS	981	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
JMBFADNF_01051	CDS	1005	tehA		COG1275	Tellurite resistance protein TehA
JMBFADNF_01052	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
JMBFADNF_01053	CDS	1230	pepT_1	3.4.11.4	COG2195	Peptidase T
JMBFADNF_01054	CDS	1593	dppA_1		COG0747	Periplasmic dipeptide transport protein
JMBFADNF_01055	CDS	675				hypothetical protein
JMBFADNF_01056	CDS	897				hypothetical protein
JMBFADNF_01057	CDS	873	rhaR_1			HTH-type transcriptional activator RhaR
JMBFADNF_01058	CDS	1167	ydcO		COG3135	Inner membrane protein YdcO
JMBFADNF_01059	CDS	528	sutR_1		COG1396	HTH-type transcriptional regulator SutR
JMBFADNF_01060	CDS	1965	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
JMBFADNF_01061	CDS	231				hypothetical protein
JMBFADNF_01062	CDS	129				hypothetical protein
JMBFADNF_01063	CDS	1011	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
JMBFADNF_01064	CDS	1407	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
JMBFADNF_01065	CDS	249				hypothetical protein
JMBFADNF_01066	CDS	480				hypothetical protein
JMBFADNF_01067	CDS	483	hcpA_1		COG3157	Major exported protein
JMBFADNF_01068	CDS	1026				hypothetical protein
JMBFADNF_01069	CDS	126				hypothetical protein
JMBFADNF_01070	CDS	186	ynfQ			Protein YnfQ
JMBFADNF_01071	CDS	1416	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
JMBFADNF_01072	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
JMBFADNF_01073	CDS	1014	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JMBFADNF_01074	CDS	945	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
JMBFADNF_01075	CDS	807	ydcV_1			Inner membrane ABC transporter permease protein YdcV
JMBFADNF_01076	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
JMBFADNF_01077	CDS	1446				hypothetical protein
JMBFADNF_01078	CDS	183	yoaG			Protein YoaG
JMBFADNF_01079	CDS	354	yeaR_1		COG3615	putative protein YeaR
JMBFADNF_01080	CDS	327	yeaR_2		COG3615	putative protein YeaR
JMBFADNF_01081	CDS	174	ortT			Orphan toxin OrtT
JMBFADNF_01082	CDS	2157				hypothetical protein
JMBFADNF_01083	CDS	2982				hypothetical protein
JMBFADNF_01084	CDS	1365				hypothetical protein
JMBFADNF_01085	CDS	1599	dppA_2		COG0747	Periplasmic dipeptide transport protein
JMBFADNF_01086	CDS	234	ydcY			putative protein YdcY
JMBFADNF_01087	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
JMBFADNF_01088	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
JMBFADNF_01089	CDS	576				hypothetical protein
JMBFADNF_01090	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
JMBFADNF_01091	CDS	669	mcbR		COG1802	HTH-type transcriptional regulator McbR
JMBFADNF_01092	CDS	1539				hypothetical protein
JMBFADNF_01093	CDS	2115	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
JMBFADNF_01094	CDS	1062	yncE_2		COG3391	putative protein YncE
JMBFADNF_01095	CDS	1497	ansP2		COG1113	L-asparagine permease 2
JMBFADNF_01096	CDS	984	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
JMBFADNF_01097	CDS	891	pgrR_2			HTH-type transcriptional regulator PgrR
JMBFADNF_01098	CDS	399				hypothetical protein
JMBFADNF_01099	CDS	1536	aer_1		COG0840	Aerotaxis receptor
JMBFADNF_01100	CDS	540				hypothetical protein
JMBFADNF_01101	CDS	981				hypothetical protein
JMBFADNF_01102	CDS	1122	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
JMBFADNF_01103	CDS	1314	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
JMBFADNF_01104	CDS	933				hypothetical protein
JMBFADNF_01105	CDS	510				hypothetical protein
JMBFADNF_01106	CDS	927				hypothetical protein
JMBFADNF_01107	CDS	774	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JMBFADNF_01108	CDS	888				hypothetical protein
JMBFADNF_01109	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
JMBFADNF_01110	CDS	231	pptA	5.3.2.-	COG1942	Tautomerase PptA
JMBFADNF_01111	CDS	939	pgrR_3			HTH-type transcriptional regulator PgrR
JMBFADNF_01112	CDS	876				hypothetical protein
JMBFADNF_01113	CDS	321				hypothetical protein
JMBFADNF_01114	CDS	2103	fusA_1		COG0480	Elongation factor G
JMBFADNF_01115	CDS	573				hypothetical protein
JMBFADNF_01116	CDS	693	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
JMBFADNF_01117	CDS	969			COG1840	putative protein
JMBFADNF_01118	CDS	1656				hypothetical protein
JMBFADNF_01119	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
JMBFADNF_01120	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
JMBFADNF_01121	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
JMBFADNF_01122	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
JMBFADNF_01123	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
JMBFADNF_01124	CDS	1392	narU		COG2223	Nitrate/nitrite transporter NarU
JMBFADNF_01125	CDS	576				hypothetical protein
JMBFADNF_01126	CDS	1491	smvA			Methyl viologen resistance protein SmvA
JMBFADNF_01127	CDS	1227	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
JMBFADNF_01128	CDS	486				hypothetical protein
JMBFADNF_01129	CDS	1158	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
JMBFADNF_01130	CDS	720	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JMBFADNF_01131	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JMBFADNF_01132	CDS	1107				hypothetical protein
JMBFADNF_01133	CDS	990	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JMBFADNF_01134	CDS	921	gcvA_1			Glycine cleavage system transcriptional activator
JMBFADNF_01135	CDS	441				hypothetical protein
JMBFADNF_01136	CDS	1077	ompD		COG3203	Outer membrane porin protein OmpD
JMBFADNF_01137	CDS	879	yddG_1		COG0697	Aromatic amino acid exporter YddG
JMBFADNF_01138	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
JMBFADNF_01139	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
JMBFADNF_01140	CDS	885	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
JMBFADNF_01141	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
JMBFADNF_01142	CDS	324				hypothetical protein
JMBFADNF_01143	CDS	189				hypothetical protein
JMBFADNF_01144	CDS	819		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
JMBFADNF_01145	CDS	1176	araJ		COG2814	Putative transporter AraJ
JMBFADNF_01146	CDS	1203		1.6.-.-	COG1252	NADH dehydrogenase-like protein
JMBFADNF_01147	CDS	510	nsrR_1			HTH-type transcriptional repressor NsrR
JMBFADNF_01148	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
JMBFADNF_01149	CDS	600	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
JMBFADNF_01150	CDS	1704	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
JMBFADNF_01151	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
JMBFADNF_01152	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
JMBFADNF_01153	CDS	216	bdm			Protein bdm
JMBFADNF_01154	CDS	522	cetB_1	5.1.3.33		2-epi-5-epi-valiolone epimerase
JMBFADNF_01155	CDS	852				hypothetical protein
JMBFADNF_01156	CDS	879	dmlR_1			HTH-type transcriptional regulator DmlR
JMBFADNF_01157	CDS	429	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
JMBFADNF_01158	CDS	915	pgrR_4			HTH-type transcriptional regulator PgrR
JMBFADNF_01159	CDS	750	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
JMBFADNF_01160	CDS	963	algL	4.2.2.3		Alginate lyase
JMBFADNF_01161	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
JMBFADNF_01162	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
JMBFADNF_01163	CDS	894	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
JMBFADNF_01164	CDS	1023	ddpB_2		COG0601	putative D,D-dipeptide transport system permease protein DdpB
JMBFADNF_01165	CDS	1539	ddpA_2		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
JMBFADNF_01166	CDS	555	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
JMBFADNF_01167	CDS	867				hypothetical protein
JMBFADNF_01168	CDS	1470	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JMBFADNF_01169	CDS	1221				putative transporter
JMBFADNF_01170	CDS	462				hypothetical protein
JMBFADNF_01171	CDS	1215	bluF_2			Blue light- and temperature-regulated antirepressor BluF
JMBFADNF_01172	CDS	1791	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
JMBFADNF_01173	CDS	2499	treY	5.4.99.15		Maltooligosyl trehalose synthase
JMBFADNF_01174	CDS	2076	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
JMBFADNF_01175	CDS	2091				hypothetical protein
JMBFADNF_01176	CDS	1878				hypothetical protein
JMBFADNF_01177	CDS	621				hypothetical protein
JMBFADNF_01178	CDS	765	nimR_2			HTH-type transcriptional regulator NimR
JMBFADNF_01179	CDS	1659	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
JMBFADNF_01180	CDS	1308				hypothetical protein
JMBFADNF_01181	CDS	288				hypothetical protein
JMBFADNF_01182	CDS	402	yybR		COG1733	putative HTH-type transcriptional regulator YybR
JMBFADNF_01183	CDS	1059	yahK_2	1.1.1.2	COG1064	Aldehyde reductase YahK
JMBFADNF_01184	CDS	771				hypothetical protein
JMBFADNF_01185	CDS	1188	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
JMBFADNF_01186	CDS	837	cpo	1.11.1.10		Non-heme chloroperoxidase
JMBFADNF_01187	CDS	1977	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
JMBFADNF_01188	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
JMBFADNF_01189	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
JMBFADNF_01190	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
JMBFADNF_01191	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
JMBFADNF_01192	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
JMBFADNF_01193	tRNA	77				tRNA-Met(cat)
JMBFADNF_01194	tRNA	85				tRNA-Leu(tag)
JMBFADNF_01195	tRNA	75				tRNA-Gln(ttg)
JMBFADNF_01196	tRNA	75				tRNA-Gln(ttg)
JMBFADNF_01197	tRNA	77				tRNA-Met(cat)
JMBFADNF_01198	tRNA	75				tRNA-Gln(ctg)
JMBFADNF_01199	tRNA	75				tRNA-Gln(ctg)
JMBFADNF_01200	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
JMBFADNF_01201	CDS	1431	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JMBFADNF_01202	CDS	1047	ybeZ		COG1702	PhoH-like protein
JMBFADNF_01203	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JMBFADNF_01204	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
JMBFADNF_01205	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
JMBFADNF_01206	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
JMBFADNF_01207	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
JMBFADNF_01208	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
JMBFADNF_01209	CDS	726	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JMBFADNF_01210	CDS	939	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
JMBFADNF_01211	CDS	498				hypothetical protein
JMBFADNF_01212	CDS	483				hypothetical protein
JMBFADNF_01213	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JMBFADNF_01214	CDS	567	lptE		COG2980	LPS-assembly lipoprotein LptE
JMBFADNF_01215	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
JMBFADNF_01216	CDS	669	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JMBFADNF_01217	CDS	468	rsfS			Ribosomal silencing factor RsfS
JMBFADNF_01218	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
JMBFADNF_01219	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JMBFADNF_01220	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JMBFADNF_01221	CDS	1131	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
JMBFADNF_01222	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
JMBFADNF_01223	CDS	264				hypothetical protein
JMBFADNF_01224	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
JMBFADNF_01225	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
JMBFADNF_01226	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
JMBFADNF_01227	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
JMBFADNF_01228	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
JMBFADNF_01229	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
JMBFADNF_01230	CDS	210	cspE			Cold shock-like protein CspE
JMBFADNF_01231	CDS	576	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
JMBFADNF_01232	CDS	1428	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
JMBFADNF_01233	CDS	810	rna	4.6.1.21	COG3719	Ribonuclease I
JMBFADNF_01234	CDS	618				hypothetical protein
JMBFADNF_01235	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
JMBFADNF_01236	CDS	90				hypothetical protein
JMBFADNF_01237	CDS	429	uspG_1		COG0589	Universal stress protein UP12
JMBFADNF_01238	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
JMBFADNF_01239	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JMBFADNF_01240	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
JMBFADNF_01241	CDS	897	ybdO_2			putative HTH-type transcriptional regulator YbdO
JMBFADNF_01242	CDS	1161	ybdL_2	2.6.1.88	COG0436	Methionine aminotransferase
JMBFADNF_01243	CDS	615	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
JMBFADNF_01244	CDS	690	mtnC	3.1.3.77		Enolase-phosphatase E1
JMBFADNF_01245	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
JMBFADNF_01246	CDS	1017	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
JMBFADNF_01247	CDS	1200	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
JMBFADNF_01248	CDS	1242				hypothetical protein
JMBFADNF_01249	CDS	1065				hypothetical protein
JMBFADNF_01250	CDS	996	rbsC_1		COG1172	Ribose import permease protein RbsC
JMBFADNF_01251	CDS	1503	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JMBFADNF_01252	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
JMBFADNF_01253	CDS	744	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JMBFADNF_01254	CDS	297				hypothetical protein
JMBFADNF_01255	CDS	405				hypothetical protein
JMBFADNF_01256	CDS	198				hypothetical protein
JMBFADNF_01257	CDS	2106	cstA		COG1966	Peptide transporter CstA
JMBFADNF_01258	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
JMBFADNF_01259	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
JMBFADNF_01260	CDS	855	entB	6.3.2.14	COG1535	Enterobactin synthase component B
JMBFADNF_01261	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
JMBFADNF_01262	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
JMBFADNF_01263	CDS	960	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
JMBFADNF_01264	CDS	1242	entS_1		COG0477	Enterobactin exporter EntS
JMBFADNF_01265	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
JMBFADNF_01266	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
JMBFADNF_01267	CDS	801	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
JMBFADNF_01268	CDS	1677	shlB_1			Hemolysin transporter protein ShlB
JMBFADNF_01269	CDS	9123				hypothetical protein
JMBFADNF_01270	CDS	216				hypothetical protein
JMBFADNF_01271	CDS	561	ompX_1		COG3637	Outer membrane protein X
JMBFADNF_01272	CDS	3867	entF	2.7.7.-	COG1020	Enterobactin synthase component F
JMBFADNF_01273	CDS	213	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
JMBFADNF_01274	CDS	1206	fes		COG2382	Enterochelin esterase
JMBFADNF_01275	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
JMBFADNF_01276	CDS	717	entD	2.7.8.-	COG2977	Enterobactin synthase component D
JMBFADNF_01277	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
JMBFADNF_01278	CDS	477				hypothetical protein
JMBFADNF_01279	CDS	576				hypothetical protein
JMBFADNF_01280	CDS	576				hypothetical protein
JMBFADNF_01281	CDS	912	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
JMBFADNF_01282	CDS	393				hypothetical protein
JMBFADNF_01283	CDS	897	pgrR_5			HTH-type transcriptional regulator PgrR
JMBFADNF_01284	CDS	1197	nepI_3		COG2814	Purine ribonucleoside efflux pump NepI
JMBFADNF_01285	CDS	966	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
JMBFADNF_01286	CDS	282				hypothetical protein
JMBFADNF_01287	CDS	378	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JMBFADNF_01288	CDS	777		3.1.1.2		Arylesterase
JMBFADNF_01289	CDS	777				hypothetical protein
JMBFADNF_01290	CDS	960	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
JMBFADNF_01291	CDS	426	arsC	1.20.4.1		Arsenate reductase
JMBFADNF_01292	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
JMBFADNF_01293	CDS	321	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
JMBFADNF_01294	CDS	699	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
JMBFADNF_01295	CDS	540	cetB_2	5.1.3.33		2-epi-5-epi-valiolone epimerase
JMBFADNF_01296	CDS	258				hypothetical protein
JMBFADNF_01297	CDS	342				hypothetical protein
JMBFADNF_01298	CDS	141				hypothetical protein
JMBFADNF_01299	CDS	582	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
JMBFADNF_01300	CDS	480				hypothetical protein
JMBFADNF_01301	CDS	798				hypothetical protein
JMBFADNF_01302	CDS	270				hypothetical protein
JMBFADNF_01303	CDS	594	fimA_1			Type-1 fimbrial protein, A chain
JMBFADNF_01304	CDS	609	sfmC_1			putative fimbrial chaperone SfmC
JMBFADNF_01305	CDS	2619	fimD_1		COG3188	Outer membrane usher protein FimD
JMBFADNF_01306	CDS	564	elfA			Laminin-binding fimbrial subunit ElfA
JMBFADNF_01307	CDS	738				hypothetical protein
JMBFADNF_01308	CDS	372				hypothetical protein
JMBFADNF_01309	CDS	711				hypothetical protein
JMBFADNF_01310	CDS	393				hypothetical protein
JMBFADNF_01311	CDS	324	yqjZ		COG2329	putative protein YqjZ
JMBFADNF_01312	CDS	519				hypothetical protein
JMBFADNF_01313	CDS	903	pgrR_6			HTH-type transcriptional regulator PgrR
JMBFADNF_01314	CDS	1197	pbuE		COG2814	Purine efflux pump PbuE
JMBFADNF_01315	CDS	882	benM			HTH-type transcriptional regulator BenM
JMBFADNF_01316	CDS	582				hypothetical protein
JMBFADNF_01317	CDS	693				hypothetical protein
JMBFADNF_01318	CDS	543				hypothetical protein
JMBFADNF_01319	CDS	588				hypothetical protein
JMBFADNF_01320	CDS	1803		3.2.1.28	COG3387	Trehalase
JMBFADNF_01321	CDS	939				hypothetical protein
JMBFADNF_01322	CDS	204				hypothetical protein
JMBFADNF_01323	CDS	840				hypothetical protein
JMBFADNF_01324	CDS	342				hypothetical protein
JMBFADNF_01325	CDS	2034	betT		COG1292	High-affinity choline transport protein
JMBFADNF_01326	CDS	588	betI_1		COG1309	HTH-type transcriptional regulator BetI
JMBFADNF_01327	CDS	1473	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
JMBFADNF_01328	CDS	1665	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
JMBFADNF_01329	CDS	699				hypothetical protein
JMBFADNF_01330	CDS	456				hypothetical protein
JMBFADNF_01331	CDS	474				hypothetical protein
JMBFADNF_01332	CDS	1122	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
JMBFADNF_01333	CDS	2724	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
JMBFADNF_01334	CDS	117				hypothetical protein
JMBFADNF_01335	CDS	249				hypothetical protein
JMBFADNF_01336	CDS	1569				hypothetical protein
JMBFADNF_01337	CDS	2145	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
JMBFADNF_01338	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
JMBFADNF_01339	CDS	1104			COG2220	putative protein
JMBFADNF_01340	CDS	588				hypothetical protein
JMBFADNF_01341	CDS	369				hypothetical protein
JMBFADNF_01342	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
JMBFADNF_01343	CDS	609				hypothetical protein
JMBFADNF_01344	CDS	1035				hypothetical protein
JMBFADNF_01345	CDS	879				hypothetical protein
JMBFADNF_01346	CDS	1437	efpA			putative MFS-type transporter EfpA
JMBFADNF_01347	CDS	1245	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
JMBFADNF_01348	CDS	981	rbsR_1		COG1609	Ribose operon repressor
JMBFADNF_01349	CDS	1143	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JMBFADNF_01350	CDS	1026	iolE	4.2.1.44		Inosose dehydratase
JMBFADNF_01351	CDS	1239	yegT			Putative nucleoside transporter YegT
JMBFADNF_01352	CDS	1389	pheP		COG1113	Phenylalanine-specific permease
JMBFADNF_01353	CDS	1974				hypothetical protein
JMBFADNF_01354	CDS	2190	fcuA			Ferrichrome receptor FcuA
